PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,523.96,7.9,34.628,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,525.96,7.9,34.628,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,527.92,7.899,34.627,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,529.96,7.898,34.627,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,532,7.895,34.627,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,534.04,7.885,34.626,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,536.04,7.86,34.625,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,538.04,7.84,34.624,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,540,7.82,34.623,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,542,7.802,34.622,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,544,7.769,34.621,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,546,7.732,34.62,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,548.04,7.721,34.619,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,550.04,7.701,34.619,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,551.96,7.679,34.618,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,553.96,7.67,34.618,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,556,7.654,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,558.04,7.646,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,560.04,7.643,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,561.96,7.641,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,564,7.638,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,566.04,7.636,34.617,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,568,7.634,34.616,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,570,7.629,34.616,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,572,7.625,34.616,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,574,7.601,34.615,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,576,7.582,34.615,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,577.96,7.576,34.614,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,580,7.574,34.614,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,582.04,7.571,34.614,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,584,7.567,34.614,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,586,7.563,34.614,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,587.96,7.556,34.613,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,589.96,7.543,34.613,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,592,7.537,34.612,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,594,7.534,34.611,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,596.04,7.517,34.611,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,598,7.484,34.61,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,600,7.471,34.61,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,602,7.459,34.608,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,604,7.441,34.607,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,606.04,7.42,34.605,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,608.04,7.336,34.605,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,610.04,7.294,34.604,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,612.04,7.285,34.603,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,614.04,7.271,34.602,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,616.08,7.252,34.602,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,618,7.236,34.601,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,620,7.205,34.6,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,622.04,7.149,34.599,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,624.04,7.127,34.598,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,626,7.117,34.597,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,628,7.107,34.597,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,629.96,7.101,34.597,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,631.96,7.092,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,634,7.078,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,636,7.064,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,638,7.058,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,640,7.051,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,642,7.046,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,643.96,7.042,34.596,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,645.92,7.038,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,647.96,7.036,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,650.04,7.033,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,652,7.029,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,654,7.029,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,656.04,7.029,34.595,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,658,7.022,34.594,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,660,6.975,34.593,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,662,6.942,34.593,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,664,6.935,34.593,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,665.96,6.932,34.592,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,668,6.918,34.591,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,670,6.89,34.591,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,672,6.86,34.59,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,673.96,6.839,34.59,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,675.92,6.833,34.589,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,677.96,6.821,34.589,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,680,6.804,34.589,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,682,6.79,34.588,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,684,6.776,34.586,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,686,6.717,34.586,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,688,6.676,34.585,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,690,6.667,34.586,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,692,6.665,34.586,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,694,6.662,34.585,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,696,6.651,34.585,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,698,6.636,34.584,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,700,6.624,34.584,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,702,6.606,34.584,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,704,6.573,34.582,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
3901265,n/a,2016-06-28T14:40:16Z,-0.0473,-86.4866,706,6.526,34.581,00111111,6566,PRES,none,PRES,Primary sampling: averaged [nominal   2 dbar binned data sampled at 1.0 Hz from a SBE41CP; bin detail from 0 dbar (number bins/bin width):   10/  1; 490/  2;remaining/  2],3,1
