STN---,WBAN , YEARMODA,   TEMP,TEMP+,   DEWP, DEWP+,  SLP  , SLP+,  STP  , STP+ , VISIB, VISIB+,  WDSP, WDSP+, MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
843770,99999, 20150522,   81.0,24,   74.7,24, 1016.0, 8, 1001.7, 8,   6.1,22,   2.1,24,   5.1, 999.9,   91.4,  72.9 , 0.00G,999.9, 100000,
843770,99999, 20150523,   80.0,23,   74.8,23, 1016.8, 8, 1002.4, 8,   5.8,22,   3.5,22,   9.9, 999.9,   93.0 ,  74.3 , 0.00B,999.9, 010010,
843770,99999, 20150524,   79.4,24,   74.7,24, 1015.6, 8, 1001.3, 8,   5.7,24,   2.7,24,   8.0, 999.9,   89.2 ,  74.5 , 0.31G,999.9, 110000,
843770,99999, 20150525,   81.4,23,   74.3,23, 1014.5, 6, 1000.4, 6,   6.0,23,   2.8,23,   6.0, 999.9,   91.4,  73.6 , 0.00G,999.9, 100000,
843770,99999, 20150526,   79.5,24,   74.7,24, 1014.4, 4, 1000.1, 4,   5.4,21,   3.7,24,  11.1, 999.9,   93.0 ,  75.2,99.99 ,999.9, 010000,
843770,99999, 20150527,   78.6,21,   73.7,21, 1014.9, 7, 1000.7, 7,   5.4,18,   4.0,21,   8.9, 999.9,   89.2 ,  73.4,99.99 ,999.9, 110000,
843770,99999, 20150528,   78.8,22,   74.0,22, 1014.8, 6, 1000.5, 6,   5.9,22,   3.1,22,   6.0, 999.9,   89.6,  73.4, 0.83A,999.9, 100000,
843770,99999, 20150529,   77.0,24,   74.4,24, 1015.3, 7, 1001.0, 7,   5.2,24,   2.8,24,   5.1, 999.9,   82.4,  72.7 , 0.16G,999.9, 110000,
843770,99999, 20150530,   78.5,24,   74.2,24, 1014.8, 6, 1000.3, 6,   5.7,24,   1.5,24,  12.0, 999.9,   89.6,  73.8 , 0.24G,999.9, 110010,
843770,99999, 20150531,   80.0,24,   74.0,24, 1015.3, 4, 1001.0, 4,   5.5,24,   1.6,22,   5.1, 999.9,   90.1 ,  73.9 , 0.63G,999.9, 110000,
843770,99999, 20150601,   80.8,24,   74.8,24, 1015.5, 7, 1001.3, 7,   6.2,21,   2.9,24,   8.0, 999.9,   91.6 ,  73.4 , 0.12G,999.9, 010010,
843770,99999, 20150602,   80.4,24,   74.6,24, 1015.5, 7, 1001.1, 7,   5.0,24,   2.1,24,   5.1, 999.9,   90.1 ,  73.2 , 0.00G,999.9, 100000,
843770,99999, 20150603,   79.5,24,   74.9,24, 1014.8, 8, 1000.4, 8,   5.8,22,   3.3,24,   7.0, 999.9,   90.3 ,  74.5 , 0.55G,999.9, 010010,
843770,99999, 20150604,   80.6,24,   74.6,24, 1016.0, 6, 1001.6, 6,   6.2,24,   3.2,24,   8.0, 999.9,   89.6,  74.1 , 0.08G,999.9, 000000,
843770,99999, 20150605,   80.2,17,   74.8,17, 1016.2, 7, 1001.9, 7,   5.7,17,   2.6,17,   8.0, 999.9,   90.0 ,  75.0 , 0.00G,999.9, 100000,
843770,99999, 20150606,   77.2,21,   74.0,21, 1015.7, 7, 1001.8, 6,   5.0,15,   2.3,21,   6.0, 999.9,   89.8 ,  73.2 , 0.08A,999.9, 010000,
843770,99999, 20150607,   80.0,24,   73.5,24, 1015.3, 7, 1000.9, 7,   5.8,21,   2.8,24,  12.0, 999.9,   89.6,  70.9 ,99.99 ,999.9, 110000,
843770,99999, 20150608,   79.1,24,   74.5,24, 1016.1, 8, 1001.8, 8,   5.9,24,   2.7,24,   6.0, 999.9,   91.0 ,  74.5 , 0.98G,999.9, 110010,
843770,99999, 20150609,   77.5,24,   73.6,24, 1016.1, 6, 1001.8, 6,   5.7,24,   3.5,24,   9.9, 999.9,   89.8 ,  73.4, 0.08G,999.9, 010000,
843770,99999, 20150610,   78.9,24,   73.2,24, 1015.2, 6, 1000.8, 6,   5.8,23,   3.1,24,   7.0, 999.9,   87.8,  72.5 , 0.04G,999.9, 100000,
843770,99999, 20150611,   80.2,24,   73.5,24, 1015.5, 7, 1001.3, 7,   6.1,23,   3.4,24,   7.0, 999.9,   91.9,  73.2 , 0.20G,999.9, 110000,
843770,99999, 20150612,   79.0,24,   73.4,24, 1015.6, 7, 1001.6, 7,   6.0,24,   3.7,24,  12.0, 999.9,   87.8,  72.5 , 0.02G,999.9, 010010,
843770,99999, 20150613,   78.4,24,   74.5,24, 1015.6, 7, 1001.3, 7,   5.6,24,   3.2,24,   9.9, 999.9,   89.6 ,  72.5 , 0.04G,999.9, 110010,
843770,99999, 20150614,   79.8,24,   73.5,24, 1014.4, 8, 1000.1, 8,   5.6,22,   2.0,24,   6.0, 999.9,   89.6,  72.5 , 0.04G,999.9, 100000,
843770,99999, 20150615,   81.1,20,   74.7,20, 1014.1, 6,  999.8, 6,   5.7,20,   3.1,20,   9.9, 999.9,   91.4,  72.5 , 0.00G,999.9, 110000,
843770,99999, 20150616,   79.0,23,   74.1,23, 1015.7, 7, 1001.4, 7,   5.3,21,   3.2,23,   8.9, 999.9,   93.0 ,  73.4 , 0.16G,999.9, 110000,
843770,99999, 20150617,   78.7,24,   72.5,24, 1016.1, 8, 1001.6, 8,   5.5,24,   2.2,24,   7.0, 999.9,   90.1 ,  71.4 , 0.04G,999.9, 100000,
843770,99999, 20150618,   80.0,24,   73.8,24, 1015.9, 8, 1001.5, 8,   6.1,19,   2.7,23,   5.1, 999.9,   89.8 ,  72.7 , 0.00G,999.9, 110000,
843770,99999, 20150619,   79.4,24,   73.4,24, 1016.4, 8, 1002.1, 8,   6.2,21,   4.1,24,   8.0, 999.9,   89.8 ,  73.4 , 0.08G,999.9, 000000,
843770,99999, 20150620,   75.1,24,   69.8,24, 1018.2, 7, 1004.6, 7,   5.7,24,   4.9,24,  13.0, 999.9,   88.5 ,  70.9 , 0.00G,999.9, 010000,
843770,99999, 20150621,   76.5,23,   70.5,23, 1018.7, 7, 1004.3, 7,   6.1,20,   3.0,23,   8.0, 999.9,   84.4,  69.8, 0.02G,999.9, 010000,
843770,99999, 20150622,   79.4,24,   71.9,24, 1018.4, 8, 1004.0, 8,   6.0,22,   2.9,24,   9.9, 999.9,   87.8,  72.9 , 0.00G,999.9, 110000,
843770,99999, 20150623,   76.7,23,   73.4,23, 1018.9, 8, 1004.8, 8,   5.4,23,   3.5,23,   7.0, 999.9,   89.8 ,  72.7 , 0.35G,999.9, 110000,
843770,99999, 20150624,   75.6,23,   72.6,23, 1019.9, 8, 1005.6, 8,   5.6,23,   3.1,23,   7.0, 999.9,   84.2 ,  72.3 , 0.55G,999.9, 010000,
843770,99999, 20150625,   77.4,24,   72.4,24, 1019.3, 4, 1004.9, 4,   4.9,24,   2.3,24,  12.0,  26.0,   89.6,  71.6 , 0.55G,999.9, 110000,
843770,99999, 20150626,   78.2,24,   71.9,24, 1018.5, 7, 1004.2, 7,   4.5,21,   2.3,24,   7.0, 999.9,   90.1 ,  70.2 , 0.08G,999.9, 100000,
843770,99999, 20150627,   79.2,24,   72.3,24, 1019.1, 7, 1004.7, 7,   5.2,22,   3.0,24,   7.0, 999.9,   91.4,  70.7 , 0.00G,999.9, 100000,
843770,99999, 20150628,   75.7,24,   72.3,24, 1018.2, 7, 1003.8, 7,   4.5,20,   2.1,24,   7.0, 999.9,   91.6 ,  68.9 ,99.99 ,999.9, 110000,
843770,99999, 20150629,   77.5,24,   71.8,24, 1017.9, 7, 1003.5, 7,   5.8,24,   2.0,24,   4.1, 999.9,   87.8,  70.2 , 0.75G,999.9, 100000,
843770,99999, 20150630,   80.3,24,   72.8,24, 1016.5, 8, 1002.1, 8,   5.7,24,   4.1,24,   7.0, 999.9,   89.6,  72.5 , 0.00G,999.9, 100000,
843770,99999, 20150701,   78.3,24,   73.4,24, 1017.5, 8, 1003.1, 8,   6.0,22,   2.9,24,   6.0, 999.9,   91.0 ,  74.8 , 0.12G,999.9, 010000,
843770,99999, 20150702,   80.2,24,   74.1,24, 1016.1, 7, 1001.7, 7,   6.1,23,   2.8,24,   8.0, 999.9,   90.0,  73.4 , 0.20G,999.9, 010000,
843770,99999, 20150703,   78.3,23,   73.5,23, 1014.7, 7, 1000.4, 7,   5.6,20,   2.9,23,   8.9, 999.9,   90.3 ,  72.5 , 0.04G,999.9, 110000,
843770,99999, 20150704,   76.9,24,   73.2,24, 1015.4, 6, 1001.0, 6,   5.9,24,   4.0,24,   8.0, 999.9,   88.7 ,  73.4 , 0.08G,999.9, 110000,
843770,99999, 20150705,   75.0,24,   72.7,24, 1016.7, 5, 1002.2, 5,   4.2,24,   2.9,24,  11.1,  22.9,   79.2,  69.8, 0.00G,999.9, 110000,
843770,99999, 20150706,   75.9,24,   71.6,24, 1017.3, 8, 1003.0, 8,   5.8,21,   3.0,23,   8.0, 999.9,   84.2,  70.5 , 1.73G,999.9, 110000,
843770,99999, 20150707,   77.4,23,   72.3,23, 1015.9, 6, 1001.4, 6,   6.2,20,   1.9,23,   5.1, 999.9,   86.2 ,  71.2 , 0.00G,999.9, 010000,
843770,99999, 20150708,   79.3,24,   73.7,24, 1015.8, 8, 1001.4, 8,   6.1,20,   2.9,24,   8.0, 999.9,   89.6,  72.9 , 0.00G,999.9, 100000,
843770,99999, 20150709,   78.2,24,   73.2,24, 1015.8, 7, 1001.4, 7,   5.9,22,   3.4,24,  12.0, 999.9,   90.3 ,  73.4, 0.24G,999.9, 010000,
843770,99999, 20150710,   78.7,24,   73.4,24, 1015.9, 7, 1001.6, 7,   5.2,24,   3.1,24,   7.0, 999.9,   89.6,  72.5 , 0.08G,999.9, 100000,
843770,99999, 20150711,   78.7,19,   73.8,19, 1016.7, 8, 1002.4, 8,   5.9,19,   3.8,19,   8.0, 999.9,   91.6 ,  72.1 , 0.00G,999.9, 010000,
843770,99999, 20150712,   78.6,24,   73.2,24, 1017.4, 7, 1003.0, 7,   5.7,24,   2.5,24,   7.0, 999.9,   89.6,  72.1 , 0.08G,999.9, 110000,
843770,99999, 20150713,   79.6,24,   72.8,24, 1016.3, 8, 1002.0, 8,   6.0,19,   4.0,24,   6.0, 999.9,   90.3,  72.5 , 0.00G,999.9, 100000,
843770,99999, 20150714,   80.2,24,   73.4,24, 1015.1, 8, 1000.8, 8,   5.3,21,   3.2,24,   8.0, 999.9,   91.8 ,  72.7 , 0.00G,999.9, 110000,
843770,99999, 20150715,   80.2,24,   73.3,23, 1015.4, 7, 1001.1, 7,   5.7,24,   3.0,24,   8.0, 999.9,   92.3 ,  70.7 ,99.99 ,999.9, 110000,
843770,99999, 20150716,   80.5,22,   73.7,22, 1016.9, 8, 1002.5, 8,   5.9,20,   2.8,22,   6.0, 999.9,   89.6,  71.4 , 0.00I,999.9, 100000,
843770,99999, 20150717,   78.2,24,   72.4,24, 1017.0, 8, 1002.5, 8,   4.9,24,   2.8,24,   6.0, 999.9,   90.7 ,  70.0 , 0.00I,999.9, 100000,
843770,99999, 20150718,   79.2,24,   73.0,24, 1017.1, 7, 1002.7, 7,   5.9,24,   3.6,24,   6.0, 999.9,   90.7 ,  72.9 , 0.02G,999.9, 110000,
843770,99999, 20150719,   78.0,24,   71.3,23, 1017.1, 8, 1002.7, 8,   5.1,22,   2.6,24,   6.0, 999.9,   89.8 ,  70.3 , 0.00G,999.9, 100000,
843770,99999, 20150720,   78.9,24,   73.3,24, 1016.4, 7, 1002.1, 7,   5.7,24,   2.7,23,   9.9, 999.9,   89.8 ,  72.7 ,99.99 ,999.9, 110000,
843770,99999, 20150721,   79.0,24,   73.6,24, 1015.8, 7, 1001.5, 7,   5.7,24,   2.5,24,   9.9, 999.9,   91.2 ,  72.5 , 0.16G,999.9, 110000,
843770,99999, 20150722,   77.2,24,   72.7,24, 1017.8, 6, 1003.0, 7,   5.6,24,   2.8,24,   8.9, 999.9,   88.7 ,  72.0 , 0.91G,999.9, 010010,
843770,99999, 20150723,   76.1,24,   72.7,24, 9999.9, 0, 1003.5, 5,   5.0,24,   3.5,24,  15.9,  26.0,   84.2,  71.2 , 0.28G,999.9, 110010,
843770,99999, 20150724,   77.2,24,   72.7,24, 1018.8, 8, 1004.4, 8,   5.0,24,   3.1,24,   9.9, 999.9,   86.0,  72.0 , 2.76G,999.9, 110000,
843770,99999, 20150725,   77.9,24,   72.3,24, 1017.4, 6, 1003.2, 6,   4.4,24,   2.4,24,  11.1, 999.9,   88.2,  71.6, 0.00G,999.9, 110010,
843770,99999, 20150726,   77.5,24,   73.2,24, 1016.7, 7, 1002.4, 7,   4.4,21,   2.1,24,   9.9, 999.9,   89.6,  72.3 , 0.02G,999.9, 110000,
843770,99999, 20150727,   77.3,24,   72.7,24, 1016.1, 6, 1001.7, 6,   5.8,24,   2.9,24,  13.0, 999.9,   87.8,  71.8 , 0.35G,999.9, 010000,
843770,99999, 20150728,   76.4,24,   73.3,24, 1014.4, 5, 1000.0, 5,   4.8,24,   2.5,24,   8.9, 999.9,   88.2 ,  72.5 , 1.54G,999.9, 110000,
843770,99999, 20150729,   76.4,24,   73.1,24, 1016.3, 6, 1001.9, 6,   5.5,22,   3.1,24,   8.9, 999.9,   84.4 ,  72.9 , 1.93G,999.9, 010000,
843770,99999, 20150730,   77.9,24,   72.0,24, 1016.1, 5, 1001.8, 5,   4.6,24,   2.7,24,   6.0, 999.9,   89.6,  69.8 , 0.39G,999.9, 100000,
843770,99999, 20150731,   79.2,24,   73.2,24, 1017.1, 7, 1002.9, 7,   6.0,19,   3.3,24,  15.9, 999.9,   91.2 ,  72.7 , 0.00G,999.9, 010000,
843770,99999, 20150801,   76.0,24,   73.1,24, 1015.8, 4, 1001.3, 4,   6.1,24,   2.8,24,   8.9, 999.9,   88.2 ,  73.0 , 0.83G,999.9, 010010,
843770,99999, 20150802,   78.0,24,   73.8,24, 1016.3, 5, 1001.9, 5,   5.7,24,   3.7,24,   8.0, 999.9,   87.8,  73.0 , 1.65G,999.9, 110000,
843770,99999, 20150803,   78.6,24,   73.2,24, 1014.8, 7, 1000.6, 7,   5.6,20,   2.1,24,   6.0, 999.9,   89.6,  70.2 , 0.35G,999.9, 110010,
843770,99999, 20150804,   77.4,12,   74.4,12, 1015.6, 7, 1001.3, 7,   5.7, 8,   1.8,12,   4.1, 999.9,   90.3 ,  74.1 , 0.00G,999.9, 100000,
843770,99999, 20150805,   78.8,11,   74.3,10, 1016.6, 8, 1002.4, 8,   5.9,11,   3.6,11,   6.0, 999.9,   88.0 ,  59.4, 0.91G,999.9, 000010,
843770,99999, 20150806,   79.6,24,   73.2,24, 1015.4, 6, 1001.0, 6,   5.3,23,   3.3,24,   7.0, 999.9,   91.4,  71.4 , 0.00G,999.9, 000000,
843770,99999, 20150807,   82.0,22,   73.4,22, 1013.9, 8,  999.5, 8,   5.8,19,   3.3,22,   9.9, 999.9,   92.5 ,  70.9 , 0.47G,999.9, 100000,
843770,99999, 20150808,   79.3,24,   73.5,24, 1014.1, 7,  999.8, 7,   5.9,23,   3.2,23,  11.1, 999.9,   93.4 ,  71.6, 0.39G,999.9, 010010,
843770,99999, 20150809,   80.0,24,   74.0,24, 1014.8, 8, 1000.5, 8,   5.8,21,   3.3,24,  15.9,  28.0,   93.2,  73.0 , 0.16G,999.9, 110010,
843770,99999, 20150810,   80.6,24,   73.7,24, 1013.4, 7,  999.1, 7,   5.9,17,   3.4,24,  12.0, 999.9,   93.6 ,  73.4 , 1.02G,999.9, 110000,
843770,99999, 20150811,   78.1,24,   73.6,24, 1015.1, 7, 1000.7, 7,   5.5,24,   3.2,24,  15.9, 999.9,   94.1 ,  71.8 , 0.24G,999.9, 010000,
843770,99999, 20150812,   78.9,24,   72.6,24, 1015.9, 6, 1001.5, 6,   5.8,24,   3.6,24,   7.0, 999.9,   89.6,  71.6, 0.00G,999.9, 100000,
843770,99999, 20150813,   79.5,24,   72.8,24, 1015.9, 8, 1001.6, 8,   6.1,22,   4.0,23,  13.0,  25.1,   91.6 ,  71.6 ,99.99 ,999.9, 110000,
843770,99999, 20150814,   79.3,24,   72.9,24, 1015.8, 6, 1002.1, 6,   5.6,24,   3.6,24,   6.0, 999.9,   89.8,  72.0 , 0.08G,999.9, 010000,
843770,99999, 20150815,   77.8,24,   72.7,24, 1016.7, 8, 1002.4, 8,   6.0,21,   3.3,24,   6.0, 999.9,   91.9 ,  73.4, 0.00G,999.9, 100000,
843770,99999, 20150816,   81.3,18,   72.8,18, 1015.5, 5, 1001.6, 4,   5.7,18,   2.2,18,   6.0, 999.9,   91.4,  70.7 , 0.00I,999.9, 000000,
843770,99999, 20150817,   81.2,23,   73.7,23, 1016.1, 8, 1001.8, 8,   5.7,22,   3.3,22,   7.0, 999.9,   93.2,  73.4, 0.08G,999.9, 110000,
843770,99999, 20150818,   78.9,24,   74.1,23, 1016.0, 7, 1001.7, 7,   5.3,20,   3.3,24,   9.9, 999.9,   95.2 ,  72.1 , 0.00G,999.9, 110010,
843770,99999, 20150819,   73.9,14,   71.7,14, 1016.6, 6, 1002.2, 6,   3.6,14,   1.8,14,   5.1, 999.9,   90.1 ,  69.8 , 0.91G,999.9, 100000,
843770,99999, 20150820,   78.7,22,   73.0,22, 1014.8, 5, 1001.3, 5,   5.4,17,   2.3,22,   5.1, 999.9,   90.5 ,  71.6, 0.00G,999.9, 100000,
843770,99999, 20150821,   81.0,24,   73.2,24, 1015.1, 7, 1000.7, 7,   4.8,24,   2.1,24,   5.1, 999.9,   93.2,  71.4 , 0.00I,999.9, 100000,
843770,99999, 20150822,   81.4,23,   74.0,23, 1013.9, 7,  999.6, 7,   5.1,21,   1.6,23,  12.0, 999.9,   93.2 ,  74.5 , 0.00I,999.9, 100000,
843770,99999, 20150823,   79.2,24,   72.9,24, 1013.7, 8,  999.4, 8,   5.9,21,   2.6,24,   9.9,  21.0,   94.3 ,  71.6,99.99 ,999.9, 010000,
843770,99999, 20150824,   80.7,24,   72.8,24, 1013.9, 8,  999.7, 8,   5.6,24,   3.7,22,   8.0, 999.9,   93.2 ,  70.7 , 0.08G,999.9, 110010,
843770,99999, 20150825,   80.5,24,   73.8,24, 1013.7, 7,  999.2, 7,   6.1,19,   3.6,24,   8.9, 999.9,   94.8 ,  72.9 , 0.03G,999.9, 010010,
843770,99999, 20150826,   82.6,24,   74.2,24, 1013.5, 8,  999.2, 8,   5.9,22,   2.5,24,   7.0, 999.9,   95.0,  72.7 , 0.00G,999.9, 000000,
843770,99999, 20150827,   81.5,24,   73.7,24, 1013.9, 7,  999.7, 7,   5.9,19,   3.7,24,  11.1, 999.9,   96.1 ,  73.2 ,99.99 ,999.9, 010010,
843770,99999, 20150828,   78.3,22,   73.7,22, 1015.3, 7, 1001.0, 7,   5.3,20,   4.1,20,  13.0, 999.9,   93.4 ,  73.4, 0.04G,999.9, 110000,
843770,99999, 20150829,   78.3,24,   72.9,24, 1017.7, 4, 1003.6, 6,   5.5,24,   4.4,24,   7.0, 999.9,   87.8,  72.5 , 1.22G,999.9, 010000,
843770,99999, 20150830,   80.8,24,   73.4,24, 1016.1, 7, 1001.9, 7,   5.4,22,   2.8,24,   5.1, 999.9,   93.2,  72.7 , 0.00G,999.9, 100000,
843770,99999, 20150831,   77.5,24,   73.0,24, 1017.5, 7, 1003.0, 7,   5.7,24,   3.1,24,  12.0, 999.9,   92.5 ,  71.8 , 0.31G,999.9, 010000,
843770,99999, 20150901,   75.6,24,   72.3,24, 1018.3, 4, 1003.9, 4,   4.8,24,   2.5,24,  13.0, 999.9,   82.4,  69.8, 0.00G,999.9, 110000,
843770,99999, 20150902,   78.8,24,   72.0,24, 1018.6, 5, 1004.3, 5,   5.8,24,   2.5,24,   5.1, 999.9,   89.6,  71.6, 0.00I,999.9, 100000,
843770,99999, 20150903,   80.8,24,   72.9,24, 1016.5, 7, 1002.0, 7,   5.7,22,   2.8,24,  11.1, 999.9,   93.2,  71.2 , 0.03G,999.9, 110010,
843770,99999, 20150904,   80.8,24,   74.4,24, 1015.2, 8, 1000.9, 8,   5.8,18,   2.7,24,   9.9, 999.9,   93.4 ,  73.0 , 0.00G,999.9, 100000,
843770,99999, 20150905,   80.9,24,   74.3,24, 1015.0, 7, 1000.6, 7,   5.4,24,   3.8,24,  13.0, 999.9,   93.2 ,  72.5 , 0.00G,999.9, 110010,
843770,99999, 20150906,   80.8,24,   75.2,24, 1015.3, 7, 1000.9, 7,   6.0,24,   3.3,24,  19.0, 999.9,   92.7 ,  74.8 , 0.31G,999.9, 110000,
843770,99999, 20150907,   77.0,15,   73.4,15, 1014.3, 6, 1000.0, 6,   6.2,14,   1.9,15,   8.0, 999.9,   91.8 ,  73.2, 0.00G,999.9, 000000,
843770,99999, 20150908,   82.7,21,   73.8,21, 1013.1, 8,  998.9, 8,   5.9,19,   3.4,21,  11.1,  21.0,   93.2,  72.3 , 0.00I,999.9, 100000,
843770,99999, 20150909,   82.4,24,   73.8,24, 1012.3, 7,  998.1, 7,   5.6,17,   2.5,24,   7.0, 999.9,   96.8,  71.6, 0.00I,999.9, 100000,
843770,99999, 20150910,   80.6,14,   75.9,14, 1012.0, 8,  997.8, 8,   5.4,10,   0.9,14,   5.1, 999.9,   97.5 ,  73.6 , 0.00I,999.9, 000000,
843770,99999, 20150911,   84.8,22,   74.7,22, 1014.4, 7, 1000.1, 7,   5.9,16,   3.4,21,   8.0, 999.9,   95.0,  74.7 , 0.16G,999.9, 100000,
843770,99999, 20150912,   83.5,24,   72.6,24, 1015.2, 8, 1001.0, 8,   5.9,14,   3.0,24,   8.0, 999.9,   97.3 ,  73.4, 0.00G,999.9, 100000,
843770,99999, 20150913,   83.3,24,   72.5,24, 1015.7, 7, 1001.4, 7,   5.5,22,   2.5,24,   7.0, 999.9,   96.8,  71.6 , 0.00I,999.9, 100000,
843770,99999, 20150914,   81.9,24,   73.1,24, 1015.2, 8, 1000.9, 8,   5.7,21,   2.8,24,   6.0, 999.9,   97.5 ,  71.6 , 0.00I,999.9, 000000,
843770,99999, 20150915,   80.9,20,   74.4,20, 1015.6, 8, 1001.3, 8,   6.1,15,   4.1,20,   7.0, 999.9,   97.2 ,  73.4 , 0.00I,999.9, 000000,
843770,99999, 20150916,   81.9,20,   73.2,20, 1015.4, 8, 1001.0, 8,   5.8,14,   4.1,20,  14.0, 999.9,   95.0,  72.5 ,99.99 ,999.9, 110000,
843770,99999, 20150917,   81.5,24,   73.2,24, 1013.6, 7,  999.4, 7,   5.1,16,   2.5,24,   8.0, 999.9,   97.7 ,  72.3 , 0.08A,999.9, 100010,
843770,99999, 20150918,   83.5,24,   73.9,24, 1011.8, 6,  997.6, 6,   5.2,23,   3.5,24,  40.8,  62.2,   97.2 ,  72.7 , 0.00G,999.9, 010010,
843770,99999, 20150919,   79.1,24,   73.0,24, 1014.3, 7, 1000.0, 7,   5.6,24,   3.5,24,   8.0, 999.9,   97.2 ,  73.4 , 1.14G,999.9, 110010,
843770,99999, 20150920,   79.2,24,   72.5,24, 1015.9, 8, 1001.4, 8,   6.1,24,   3.5,24,   8.9, 999.9,   90.0 ,  72.0 , 0.08G,999.9, 010010,
843770,99999, 20150921,   81.4,24,   74.0,24, 1014.4, 6, 1000.1, 6,   5.8,17,   1.9,24,   6.0, 999.9,   93.2,  72.5 , 0.00G,999.9, 100000,
843770,99999, 20150922,   83.1,24,   73.7,24, 1012.7, 8,  998.5, 8,   5.5,17,   3.0,24,  15.0, 999.9,   95.5,  72.9 ,99.99 ,999.9, 010010,
843770,99999, 20150923,   79.9,24,   74.6,24, 1012.5, 8,  997.8, 8,   6.0,22,   2.7,23,   7.0, 999.9,   96.4 ,  74.3, 1.93G,999.9, 110010,
843770,99999, 20150924,   82.7,24,   74.0,24, 1013.0, 8,  998.7, 8,   5.9,18,   2.7,24,   5.1, 999.9,   95.7 ,  72.7 , 0.00G,999.9, 100000,
843770,99999, 20150925,   81.4,24,   74.1,24, 1013.3, 6,  999.1, 6,   6.0,21,   4.4,24,   9.9, 999.9,   97.7 ,  75.2, 0.00I,999.9, 000000,
843770,99999, 20150926,   80.5,24,   73.9,24, 1014.0, 7,  999.6, 7,   5.1,23,   2.8,24,  14.0,  25.1,   93.2,  73.4,99.99 ,999.9, 110010,
843770,99999, 20150927,   80.3,24,   74.6,24, 1014.7, 8, 1000.4, 8,   6.0,20,   3.9,24,  13.0, 999.9,   94.6 ,  74.1 , 0.04G,999.9, 010010,
843770,99999, 20150928,   81.2,24,   72.8,24, 1013.4, 7,  999.1, 7,   5.9,22,   3.8,24,   6.0, 999.9,   95.0,  71.6 , 0.28G,999.9, 100010,
843770,99999, 20150929,   82.1,24,   73.9,24, 1011.2, 6,  997.0, 6,   5.8,20,   3.5,24,  17.1, 999.9,   95.7 ,  74.8, 0.00G,999.9, 110010,
843770,99999, 20150930,   79.2,20,   73.7,20, 1011.2, 8,  996.3, 8,   6.0,19,   3.3,20,   6.0, 999.9,   95.9 ,  71.8 , 0.20G,999.9, 010000,
843770,99999, 20151001,   79.0, 8,   73.6, 8, 1012.1, 7,  997.8, 7,   6.1, 8,   3.0, 8,   5.1, 999.9,   94.5 ,  72.0 , 0.63G,999.9, 010010,
843770,99999, 20151002,   84.4,11,   75.1,11, 1012.6, 7,  998.2, 7,   6.2,11,   2.3,11,   5.1, 999.9,   91.4,  74.7 , 0.00G,999.9, 000000,
843770,99999, 20151003,   81.3,24,   74.2,24, 1013.1, 7,  998.8, 7,   6.1,24,   3.6,24,  15.9, 999.9,   92.1 ,  73.6 ,99.99 ,999.9, 010010,
843770,99999, 20151004,   79.1,23,   73.8,23, 1014.9, 6, 1000.6, 6,   5.9,23,   4.9,23,   8.0, 999.9,   93.9 ,  73.0 , 0.28G,999.9, 010000,
843770,99999, 20151005,   80.5,24,   74.9,24, 1016.2, 7, 1001.8, 7,   6.2,23,   3.2,24,   8.0, 999.9,   89.6,  74.7 , 0.00G,999.9, 000010,
843770,99999, 20151006,   78.4,18,   73.8,18, 1014.8, 7, 1000.6, 7,   5.7,16,   2.2,18,   6.0, 999.9,   93.0,  71.8 , 0.00I,999.9, 100000,
843770,99999, 20151007,   87.1,15,   73.9,15, 1014.5, 6, 1000.2, 6,   6.2,13,   4.3,15,   7.0, 999.9,   95.9 ,  73.2 , 0.00I,999.9, 000000,
843770,99999, 20151008,   81.3,24,   73.6,24, 1012.8, 6,  998.5, 6,   5.8,22,   4.4,24,  14.0, 999.9,   96.6 ,  73.8 , 0.00G,999.9, 010000,
843770,99999, 20151009,   80.9,24,   74.5,24, 1012.8, 8,  998.4, 8,   6.2,18,   2.6,24,   9.9, 999.9,   94.3 ,  72.5 , 0.04G,999.9, 010000,
843770,99999, 20151010,   80.6,24,   75.1,24, 1013.1, 8,  998.8, 8,   6.0,22,   3.4,24,  11.1,  26.0,   93.0 ,  73.2 , 0.00G,999.9, 010000,
843770,99999, 20151011,   80.5,24,   74.6,24, 1013.1, 7,  998.8, 7,   5.8,24,   3.5,24,   7.0, 999.9,   90.3 ,  73.4, 0.35G,999.9, 110000,
843770,99999, 20151012,   79.0,24,   73.9,24, 1015.4, 6, 1001.1, 6,   6.2,23,   4.1,24,   8.9, 999.9,   88.0 ,  74.8 , 0.00G,999.9, 010000,
843770,99999, 20151013,   79.4,23,   74.1,23, 1015.8, 7, 1001.4, 7,   6.1,23,   4.3,23,   9.9, 999.9,   87.8,  73.4 , 0.00G,999.9, 010000,
843770,99999, 20151014,   78.7,24,   74.2,24, 1014.0, 6,  999.7, 6,   5.7,24,   2.5,24,   7.0, 999.9,   88.3 ,  72.3 , 1.10G,999.9, 010010,
843770,99999, 20151015,   80.5,23,   74.7,23, 1013.6, 7,  999.4, 7,   5.8,23,   3.4,23,   7.0, 999.9,   89.6,  74.3 , 0.51G,999.9, 010000,
